Date,VTI,ITOT,EFA,MXEA,VWO,EEM,SPY,IVV,IJH,MDY,IWM,VB,EWU,NDDUUK,VGK,IEV,EWJ,NDDUJN,AXJL,NDUECAXJ,NDEUCHF
12/11/2014,105.18,46.55,62.97,1808.76,41.79,41.21,203.96,205.36,143.7,261.86,117.9,116.84,18.98,5972.55,53.5,43.56,11.67,4800.934,67.64,374.414,408.134
13/11/2014,105.16,46.54,63.27,1812.6,41.69,41.1,204.19,205.49,143.06,260.69,116.9,116.22,18.98,5964.743,53.73,43.72,11.77,4818.74,67.56,375.491,409.842
14/11/2014,105.17,46.555,63.36,1813.19,42.13,41.44,204.24,205.58,143.04,260.55,116.69,116.14,18.94,5948.088,53.74,43.68,11.77,4826.209,68.2,375.021,411.085
15/11/2014,,,,,,,,,,,,,,,,,,,,,
16/11/2014,,,,,,,,,,,,,,,,,,,,,
17/11/2014,105.16,46.575,63.11,1805.14,41.6,41,204.37,205.66,142.74,260.13,115.72,115.66,18.99,5964.432,53.89,43.78,11.58,4709.811,67.39,372.671,404.34
18/11/2014,105.78,46.8151,63.8,1826.15,41.81,41.22,205.55,206.91,143.59,261.53,116.39,116.33,19.1,5995.493,54.65,44.39,11.74,4801.74,67.39,371.727,400.323
19/11/2014,105.51,46.715,63.61,1820.89,41.89,41.2,205.22,206.6,143.02,260.65,115.15,115.56,19.09,5989.958,54.63,44.4,11.67,4764.804,66.89,370.729,397.755
20/11/2014,105.81,46.86,63.23,1815.14,41.82,41.13,205.58,206.92,143.7,261.92,116.44,116.53,19.05,5991.807,54.4,44.21,11.55,4752.633,66.44,370.097,398.175
21/11/2014,106.37,47.08,63.78,1831.2,43.11,42.44,206.68,208.04,144.36,263.17,116.58,116.83,19.18,6046.862,54.82,44.57,11.635,4783.235,67.968,371.711,400.103
22/11/2014,,,,,,,,,,,,,,,,,,,,,
23/11/2014,,,,,,,,,,,,,,,,,,,,,
24/11/2014,106.76,47.245,64.15,1832.96,42.78,42.09,207.26,208.68,145.34,264.94,117.97,117.93,19.25,6033.601,55.29,44.94,11.66,4749.702,67.81,376.597,411.935
25/11/2014,106.74,47.205,64.26,1842.26,42.5,41.82,207.11,208.54,145.44,265.01,118.06,117.94,19.21,6046.763,55.5,45.1,11.69,4803.741,67.81,376.163,410.594
26/11/2014,106.98,47.34,64.51,1848.79,42.94,42.349,207.64,209.04,145.41,264.98,118.45,118.17,19.36,6072.065,55.72,45.29,11.66,4803.017,67.96,378.664,416.57
27/11/2014,,,,1842.63,,,,,,,,,,6039.402,,,,4741.174,,379.42,414.916
28/11/2014,106.6,47.15,63.99,1839.73,42.17,41.5,207.2,208.58,144.26,262.86,116.69,116.85,19.03,6012.131,55.29,44.98,11.62,4770.27,67.208,378.864,416.52
29/11/2014,,,,,,,,,,,,,,,,,,,,,
30/11/2014,,,,,,,,,,,,,,,,,,,,,
01/12/2014,105.7,46.85,63.93,1834.49,41.395,40.79,205.76,207.18,142.4132,259.54,114.87,115.11,19.04,5975.84,55.255,44.93,11.68,4825.467,65.73,372.094,404.913
02/12/2014,106.36,47.14,64.11,1834.33,41.38,40.78,207.085,208.48,143.33,261.13,116.25,116.03,19.17,6026.28,55.28,44.94,11.775,4812.174,66.38,373.753,411.63
03/12/2014,106.84,47.36,64.03,1831.41,41.59,40.89,207.89,209.3,144.54,263.34,117.37,117.02,19.185,6025.831,55.17,44.86,11.765,4797.535,66.2879,372.37,407.869
04/12/2014,106.71,47.29,63.82,1830.28,41.54,40.96,207.66,209.05,144.29,262.93,116.81,116.65,19.05,5988.279,54.97,44.68,11.74,4830.174,66.79,375.488,418.122
05/12/2014,106.95,47.38,63.96,1832.11,41.51,40.88,208,209.44,144.52,263.33,117.69,117.1,19.09,6001.692,55.24,44.9,11.75,4781.704,66.55,376.068,420.645
06/12/2014,,,,,,,,,,,,,,,,,,,,,
07/12/2014,,,,,,,,,,,,,,,,,,,,,
08/12/2014,106.19,47.045,63.4,1824.74,40.84,40.28,206.61,207.98,143.48,261.46,116.22,115.93,18.92,5950.73,54.81,44.56,11.56,4807.696,65.9476,374.539,424.391
09/12/2014,106.25,47.055,63.06,1811.38,40.38,39.9,206.47,207.84,144.24,262.92,118.17,116.99,18.68,5851.162,54.3,44.17,11.62,4848.354,65.26,370.694,409.875
10/12/2014,104.51,46.303,62.26,1797.34,39.8,39.31,203.1601,204.5999,141.5,257.83,115.66,114.61,18.48,5826.142,53.69,43.66,11.44,4749.862,64.6015,370.455,412.03
11/12/2014,104.99,46.485,62.18,1787.39,39.43,38.98,204.19,205.54,142.29,259.29,116.12,115.11,18.34,5793.729,53.45,43.495,11.47,4688.388,64.77,366.756,408.016
12/12/2014,103.34,45.805,60.98,1767.09,38.84,38.34,200.89,202.25,140.25,255.71,114.71,113.6,17.79,5650.885,52.26,42.47,11.36,4734.749,64.039,366.29,407.692
13/12/2014,,,,,,,,,,,,,,,,,,,,,
14/12/2014,,,,,,,,,,,,,,,,,,,,,
15/12/2014,102.59,45.475,59.97,1729.49,38.06,37.79,199.51,200.82,139.28,253.89,113.55,112.61,17.56,5516.342,51.38,41.73,11.14,4667.268,62.98,363.468,404.896
16/12/2014,101.83,45.145,60.4,1752.52,37.71,37.73,197.91,199.26,139.04,253.35,113.39,112.28,17.86,5689.74,51.95,42.23,11.15,4624.81,63.39,359.514,400.073
17/12/2014,104.01,46.07,60.53,1740.95,38.88,38.05,201.79,203.13,142.28,259.16,116.89,115.34,17.74,5665.668,52.53,42.69,11.27,4610.954,64,357.131,400.13
18/12/2014,106.47,47.095,61.61,1767.33,39.48,38.57,206.78,208.11,144.69,263.64,118.63,117.15,18.15,5777.12,53.64,43.59,11.45,4635.862,64.3,360.207,405.097
19/12/2014,106.91,47.37,61.7,1782.04,39.67,38.84,206.52,209.01,145.15,263.3,118.9,117.61,18.33,5847.805,53.44,43.24,11.51,4730.966,64.58,364.423,408.094
20/12/2014,,,,,,,,,,,,,,,,,,,,,
21/12/2014,,,,,,,,,,,,,,,,,,,,,
22/12/2014,106.77,47.545,62,1789.81,40.01,39.38,207.47,209.99,145.75,264.38,119.71,116.5,18.4,5873.127,53.5,43.43,11.48,4724.913,65.52,368.577,415.204
23/12/2014,107.01,47.65,61.8,1784.58,39.69,39.02,207.75,210.32,146.19,265.31,119.86,116.8,18.24,5852.892,53.3,43.27,11.5,4694.182,65.0199,366.655,412.749
24/12/2014,107.04,47.445,62.08,1790.61,39.77,39.11,207.77,209.29,145.85,265.9,119.76,117.02,18.39,5873.454,53.68,43.56,11.48,4745.97,65.1538,366.898,410.649
25/12/2014,,,,1789.4,,,,,,,,,,5873.454,,,,4731.471,,366.485,410.639
26/12/2014,107.36,47.56,62.24,1789.92,40.04,39.42,208.44,209.85,146.254,266.57,120.54,117.63,18.41,5877.986,53.72,43.61,11.56,4754.363,65.83,367.528,410.654
27/12/2014,,,,,,,,,,,,,,,,,,,,,
28/12/2014,,,,,,,,,,,,,,,,,,,,,
29/12/2014,107.59,47.65,61.79,1793.46,39.91,39.18,208.72,210.21,146.93,267.81,121.05,118.18,18.25,5888.447,53.26,43.26,11.44,4736.638,65.7471,371.006,421.44
30/12/2014,107.06,47.415,61.22,1778.04,40.02,39.26,207.6,209.01,146.32,266.73,120.34,117.57,18.13,5822.672,52.8,42.84,11.3,4722.318,65.39,369.232,417.535
31/12/2014,106,46.9449,60.84,1774.89,40.02,39.29,205.54,206.87,144.8,263.97,119.62,116.66,18.03,5850.313,52.41,42.53,11.24,4701.837,65.24,370.915,421.341
01/01/2015,,,,1774.91,,,,,,,,,,5850.313,,,,4701.837,,370.902,421.341
02/01/2015,105.92,46.905,60.58,1762.42,39.56,38.77,205.43,206.73,144.59,263.55,118.93,116.28,17.86,5758.328,52.14,42.32,11.26,4689.711,64.8899,372.857,429.106
03/01/2015,,,,,,,,,,,,,,,,,,,,,
04/01/2015,,,,,,,,,,,,,,,,,,,,,
05/01/2015,104.1,46.065,59.15,1726.41,38.93,38.08,201.72,203.1,142.42,259.65,117.34,114.49,17.41,5588.298,50.62,41.05,11.13,4688.002,64.09,369.539,428.455
06/01/2015,103.08,45.645,58.48,1705.93,38.74,37.92,199.82,201.27,140.84,256.61,115.31,113.03,17.21,5521.005,50.05,40.61,10.95,4585.292,63.4399,364.053,425.36
07/01/2015,104.31,46.16,59.13,1697.01,39.63,38.74,202.31,203.76,142.75,260.08,116.73,114.39,17.36,5527.044,50.57,40.99,11.11,4554.391,64.59,365.557,428.46
08/01/2015,106.15,47,59.93,1733.84,40.3,39.4,205.9,207.4,144.95,264.11,118.71,116.21,17.67,5664.165,51.3,41.62,11.245,4607.301,65.41,370.585,431.815
09/01/2015,105.27,46.59,59.64,1729.52,40.1,39.27,204.25,205.65,143.72,261.88,117.57,115.23,17.59,5633.15,51,41.36,11.13,4652.398,65.41,372.754,434.383
10/01/2015,,,,,,,,,,,,,,,,,,,,,
11/01/2015,,,,,,,,,,,,,,,,,,,,,
12/01/2015,104.52,46.25,59.5,1734.47,39.74,38.95,202.65,204.09,142.84,260.48,117.18,114.69,17.52,5628.128,50.99,41.36,11.09,4661.024,64.97,373.391,432.082
13/01/2015,104.28,46.125,59.8,1745.96,40.02,39.29,202.08,203.56,142.84,260.36,117.27,114.67,17.57,5675.396,51.22,41.54,11.18,4647.292,65.7301,374.935,434.622
14/01/2015,103.71,45.885,59.63,1727.98,39.87,39.07,200.86,202.33,142.33,259.29,116.8,114.25,17.41,5556.301,51.16,41.46,11.16,4651.129,65.7301,373.676,432.446
15/01/2015,102.66,45.44,60.01,1744.97,39.99,39.16,199.0199,200.43,140.74,256.41,114.83,112.52,17.51,5638.711,51.45,41.71,11.24,4714.982,65.4396,376.447,436.914
16/01/2015,104.0199,46.065,60.79,1741.9,40.39,39.49,201.63,203,142.62,259.98,116.7,114.28,17.79,5663.615,52.17,42.3,11.34,4644.879,65.609,374.442,432.126
17/01/2015,,,,,,,,,,,,,,,,,,,,,
18/01/2015,,,,,,,,,,,,,,,,,,,,,
19/01/2015,,,,1760.33,,,,,,,,,,5709.219,,,,4677.852,,372.645,419.135
20/01/2015,104.17,46.105,61,1767.6,40.25,39.43,202.055,203.5,142.26,259.49,116.21,113.76,17.95,5750.408,52.53,42.61,11.43,4733.099,65.38,374.806,426.003
21/01/2015,104.64,46.295,61.48,1778.67,41.15,40.3,203.08,204.5,143.25,261.05,115.84,113.99,18.13,5814.176,52.96,42.94,11.45,4731.524,66.605,380.089,436.617
22/01/2015,106.23,47.035,61.71,1780.11,42.02,41.07,206.1,207.5,145.86,265.92,118.2,116.09,18.29,5862.207,53.11,43.07,11.5,4720.397,67.538,381.27,438.026
23/01/2015,105.75,46.775,61.36,1787.71,41.66,40.76,204.97,206.39,145.19,264.56,118.12,115.88,18.2,5867.412,52.81,42.85,11.46,4773.55,67.294,386.364,443.778
24/01/2015,,,,,,,,,,,,,,,,,,,,,
25/01/2015,,,,,,,,,,,,,,,,,,,,,
26/01/2015,106.19,46.945,62.2,1792.5,41.71,40.78,205.45,206.94,146.89,267.69,119.26,117.03,18.47,5894.296,53.66,43.5,11.59,4741.509,67.1801,386.522,443.744
27/01/2015,104.95,46.385,62.29,1807.62,41.49,40.56,202.74,204.16,145.82,265.88,118.69,116.4,18.48,5917.447,53.68,43.56,11.61,4864.121,67.07,387.066,439.048
28/01/2015,103.53,45.77,61.36,1802.63,41,40.12,200.14,201.52,144.11,262.64,116.69,114.71,18.25,5920.903,52.64,42.7,11.59,4859.659,66.27,386.81,438.762
29/01/2015,104.52,46.165,62.2,1792.03,41.04,40.12,201.9902,203.45,145.18,264.6,118.3,115.92,18.37,5864.122,53.59,43.43,11.69,4787.964,66.633,382.593,433.17
30/01/2015,103.1,45.595,61.22,1782.7,39.94,39.02,199.45,200.87,143.17,261.07,115.7,114.16,18.04,5791.146,52.68,42.73,11.49,4811.65,65.57,380.208,430.878
31/01/2015,,,,,,,,,,,,,,,,,,,,,
01/02/2015,,,,,,,,,,,,,,,,,,,,,
02/02/2015,104.26,46.095,61.96,1791.11,40.65,39.72,201.92,203.31,144.41,263.06,116.76,115.12,18.2,5825.502,53.29,43.2,11.61,4799.981,66.92,379.858,428.984
03/02/2015,105.86,46.785,62.95,1805.81,41.37,40.47,204.84,206.2,147.01,267.89,118.85,117.28,18.65,5933.702,54.49,44.14,11.59,4734.225,67.48,381.571,433.299
04/02/2015,105.49,46.61,62.43,1818.96,41.09,40.27,204.06,205.47,146.38,266.79,118.41,116.77,18.48,5960.302,53.76,43.59,11.65,4822.229,68.4834,384.759,435.044
05/02/2015,106.65,47.11,63.29,1820.75,41.4,40.51,206.12,207.62,147.88,269.57,119.94,118.22,18.76,6000.092,54.51,44.19,11.75,4799.867,68.27,383.597,436.902
06/02/2015,106.33,46.99,62.5,1812.12,40.72,39.82,205.55,206.95,147.34,268.56,119.81,117.9,18.56,5980.914,53.69,43.51,11.65,4765.183,67.5,383.459,433.493
07/02/2015,,,,,,,,,,,,,,,,,,,,,
08/02/2015,,,,,,,,,,,,,,,,,,,,,
09/02/2015,105.8,46.765,62.2,1805.67,40.67,39.76,204.63,206.06,146.63,267.13,118.86,117.19,18.51,5956.977,53.48,43.34,11.54,4806.963,67.19,380.39,430.21
10/02/2015,106.88,47.25,62.77,1808.94,40.6,39.66,206.81,208.29,147.81,269.37,119.62,117.94,18.58,5953.938,54.01,43.75,11.69,4787.389,67.19,380.323,431.345
11/02/2015,106.93,47.275,62.43,1798.26,40.42,39.37,206.93,208.39,147.75,269.21,119.45,117.88,18.49,5945.2,53.63,43.48,11.71,4743.445,66.581,379.952,428.986
12/02/2015,107.96,47.74,63.4,1822.82,41.36,40.21,208.92,210.33,149.1,271.74,120.81,119.23,18.82,6002.965,54.78,44.35,11.79,4876.82,67.54,379.862,433.564
13/02/2015,108.47,47.955,63.82,1839.35,41.78,40.67,209.78,211.28,149.97,273.5,121.53,119.86,18.91,6055.491,54.96,44.5,11.93,4888.69,68.52,384.347,438.133
14/02/2015,,,,,,,,,,,,,,,,,,,,,
15/02/2015,,,,,,,,,,,,,,,,,,,,,
16/02/2015,,,,1841.77,,,,,,,,,,6034.884,,,,4929.39,,384.026,438.115
17/02/2015,108.64,48.015,63.97,1841.54,41.65,40.58,210.11,211.66,150.06,273.45,121.91,120.07,18.9,6055,55.12,44.61,11.92,4914.965,68.32,384.155,439.417
18/02/2015,108.7,48.015,64.35,1854.76,41.69,40.57,210.13,211.62,150.54,274.3,122.04,120.41,18.99,6100.312,55.31,44.79,12.13,4982.072,68.32,384.789,440.169
19/02/2015,108.67,47.98,64.43,1863.88,41.56,40.4,209.98,211.45,150.29,274.01,122.05,120.35,18.97,6098.439,55.23,44.71,12.22,5025.678,68.113,384.987,440.237
20/02/2015,109.28,48.3,65.03,1866.73,41.77,40.67,211.239,212.74,151.38,275.97,122.38,121.01,19.09,6095.48,55.94,45.31,12.33,5054.529,68.43,384.8,440.146
21/02/2015,,,,,,,,,,,,,,,,,,,,,
22/02/2015,,,,,,,,,,,,,,,,,,,,,
23/02/2015,109.27,48.29,64.8,1874.42,41.37,40.26,211.209,212.67,151.41,275.99,122.5,120.98,19.05,6122.891,55.67,45.11,12.26,5060.223,68.09,383.998,440.656
24/02/2015,109.52,48.425,65.2,1880.66,41.94,40.84,211.81,213.31,151.59,276.34,122.66,121.11,19.18,6159.198,56.05,45.39,12.32,5065.601,68.8099,385.095,441.265
25/02/2015,109.48,48.39,65.25,1884.08,41.8,40.76,211.63,213.15,151.41,276.03,122.8,121.21,19.19,6158.673,56.1,45.42,12.29,5077.473,68.81,387.835,442.106
26/02/2015,109.41,48.3249,65.07,1880.83,41.77,40.77,211.38,212.91,151.13,275.29,123.25,121.25,19.12,6140.777,55.81,45.21,12.4,5103.036,68.86,388.401,446.622
27/02/2015,109.02,48.185,65.1,1886.26,41.8,40.74,210.66,212.21,150.45,274.2,122.58,120.78,19.1,6154.195,55.89,45.29,12.35,5103.615,68.61,387.401,444.838
28/02/2015,,,,,,,,,,,,,,,,,,,,,
01/03/2015,,,,,,,,,,,,,,,,,,,,,
02/03/2015,109.69,48.48,65.2,1879.48,41.74,40.68,211.99,213.56,151.62,276.3,123.47,121.65,19.13,6113.128,55.97,45.36,12.38,5081.805,68.508,388.244,446.19
03/03/2015,109.24,48.245,64.8,1870.03,41.36,40.365,211.12,212.6,150.86,274.78,122.74,121.04,18.95,6072.766,55.5,44.97,12.32,5112.904,67.915,388.106,439.391
04/03/2015,108.8,48.06,64.54,1862.02,40.88,39.93,210.2301,211.71,150.23,273.74,122.36,120.57,18.86,6057.284,55.3,44.8,12.26,5073.438,67.34,386.19,434.8
05/03/2015,108.97,48.12,64.69,1865.56,40.8,39.87,210.46,211.93,150.36,274.15,122.72,120.74,18.96,6092.767,55.47,44.95,12.33,5076.418,67.294,384.018,433.066
06/03/2015,107.46,47.425,63.81,1848.59,40.14,39.26,207.5,208.98,148.59,270.72,121.17,119.2,18.54,5982.308,54.42,44.14,12.31,5096.22,66.4121,385.609,432.986
07/03/2015,,,,,,,,,,,,,,,,,,,,,
08/03/2015,,,,,,,,,,,,,,,,,,,,,
09/03/2015,107.86,47.63,63.91,1838.61,39.98,39.11,208.36,209.85,149.15,271.69,121.7,119.56,18.63,5966.893,54.64,44.31,12.27,5059.102,66.51,381.186,433.381
10/03/2015,106.22,46.88,62.52,1807.49,39.151,38.24,204.98,206.4214,147.26,268.27,120.3,118.17,18.12,5813.096,53.31,43.23,12.09,5033.113,66.51,377.312,427.493
11/03/2015,106.14,46.835,62.68,1807.92,39.46,38.53,204.5,205.98,148.34,270.24,121.04,118.86,17.98,5774.23,53.34,43.26,12.2,5023.865,65.49,375.603,424.033
12/03/2015,107.47,47.43,63.46,1821.87,39.68,38.77,207.1,208.55,149.98,273.22,123.05,120.51,18.08,5797.795,53.79,43.61,12.47,5101.708,66.2025,377.287,427.294
13/03/2015,106.87,47.13,63.09,1815.84,39.2,38.3,205.8272,207.27,149.07,271.59,122.61,119.88,17.89,5720.055,53.41,43.3,12.48,5152.816,65.52,376.514,429.831
14/03/2015,,,,,,,,,,,,,,,,,,,,,
15/03/2015,,,,,,,,,,,,,,,,,,,,,
16/03/2015,108.21,47.74,63.8,1832.5,39.66,38.76,208.58,210.14,150.8,274.83,123.33,120.9,18.08,5795.638,54.12,43.93,12.53,5139.421,66.2835,376.51,433.917
17/03/2015,108,47.615,63.64,1831.17,39.91,39.21,207.96,209.43,151.12,275.34,123.66,121.23,18.11,5804.901,53.97,43.75,12.56,5185.127,66.32,379.242,434.35
18/03/2015,109.24,48.175,65,1845.08,40.94,40.17,210.46,211.9,152.63,278.08,124.65,122.41,18.64,5869.836,55.22,44.79,12.755,5242.468,67.611,381.469,439.324
19/03/2015,108.85,48,64.24,1851.01,40.22,39.49,209.5,210.99,152.22,277.31,124.89,122.29,18.39,5909.868,54.46,44.18,12.61,5220.956,66.93,385.806,444.228
20/03/2015,109.76,48.395,65.66,1887.31,40.72,40.08,210.41,212.85,153.69,279.67,125.99,123.44,18.82,6036.958,55.87,45.29,12.81,5265.067,67.83,384.709,443.313
21/03/2015,,,,,,,,,,,,,,,,,,,,,
22/03/2015,,,,,,,,,,,,,,,,,,,,,
23/03/2015,109.57,48.36,65.99,1900.84,40.84,40.2,210,212.5,153.77,279.51,125.88,123.26,18.85,6056.487,56.12,45.52,12.87,5327.504,67.5228,386.601,445.643
24/03/2015,108.99,48.08,65.85,1900.9,41,40.36,208.82,211.17,153.04,278.31,125.85,122.95,18.67,6012.503,56.05,45.44,12.84,5305.108,67.66,387.069,442.574
25/03/2015,106.79,47.1714,65.54,1900.12,40.22,39.72,205.76,207.19,150.09,273.57,122.47,120.53,18.6,6006.792,55.39,45.2,12.81,5346.673,67.25,387.203,442.347
26/03/2015,106.58,47.045,64.97,1874.56,39.99,39.35,205.27,206.68,149.72,273.04,122.32,120.27,18.38,5899.479,54.84,44.76,12.68,5282.513,67,383.938,440.64
27/03/2015,106.87,47.185,65.14,1869.83,40.08,39.46,205.74,207.1,150.42,274.29,123.1,120.96,18.34,5878.266,55,44.84,12.73,5260.778,67.08,383.35,440.987
28/03/2015,,,,,,,,,,,,,,,,,,,,,
29/03/2015,,,,,,,,,,,,,,,,,,,,,
30/03/2015,108.23,47.77,65.18,1871.18,40.9,40.22,208.25,209.62,152.48,278.2,124.77,122.57,18.32,5880.362,55.12,45,12.78,5236.374,67.6,387.318,452.867
31/03/2015,107.25,47.365,64.17,1849.34,40.87,40.13,206.43,207.83,151.98,277.24,124.37,122.56,18.01,5794.183,54.22,44.27,12.53,5181.843,67.1195,389.014,455.545
01/04/2015,107.05,47.2,64.63,1851.87,41.42,40.63,205.7,207.18,151.47,276.2,124.42,121.96,18.13,5814.418,54.75,44.66,12.58,5146.809,67.5075,390.374,461.664
02/04/2015,107.39,47.355,65.19,1870.36,42.06,41.24,206.435,207.76,152,277.19,124.65,122.37,18.22,5843.655,55.25,45.02,12.69,5226.738,68.2099,393.669,468.077
03/04/2015,,,,1872.87,,,,,,,,,,5843.655,,,,5258.313,,394.209,468.072
04/04/2015,,,,,,,,,,,,,,,,,,,,,
05/04/2015,,,,,,,,,,,,,,,,,,,,,
06/04/2015,108.13,47.65,65.85,1890.81,42.57,41.77,207.83,209.28,153.38,279.52,125.2,123.14,18.38,5901.781,55.74,45.44,12.84,5278.216,69.07,396.219,468.084
07/04/2015,107.77,47.53,65.76,1895.36,42.47,41.56,207.28,208.66,152,277.22,124.4,122.31,18.45,5972.264,55.59,45.37,12.9,5284.267,68.7832,396.885,468.141
08/04/2015,108.23,47.675,66.04,1893.81,43.33,42.43,207.975,209.41,152.81,278.68,125.47,123.11,18.59,5971.858,55.74,45.42,12.92,5330.139,70.22,404.735,496.339
09/04/2015,108.61,47.885,66.13,1895.75,43.89,42.85,208.9,210.33,152.8,278.61,125.02,122.84,18.58,5964.321,55.73,45.42,12.92,5335.44,70.99,409.378,509.018
10/04/2015,109.12,48.115,66.26,1901.28,43.8,42.88,210.04,211.43,153.09,279.23,125.62,123.28,18.63,5993.706,55.89,45.57,12.94,5321.53,70.63,412.848,515.471
11/04/2015,,,,,,,,,,,,,,,,,,,,,
12/04/2015,,,,,,,,,,,,,,,,,,,,,
13/04/2015,108.69,47.905,65.84,1894.35,43.65,42.63,209.09,210.46,152.58,278.27,125.7,123.11,18.57,5967.494,55.61,45.32,12.85,5303.356,70.4516,417.936,534.572
14/04/2015,108.85,47.97,66.33,1909.49,43.77,42.82,209.49,210.83,152.72,278.55,125.67,123.2,18.79,6039.629,56.08,45.72,12.935,5369.632,70.59,415.297,520.497
15/04/2015,109.4,48.1975,66.63,1904.4,44.03,43.12,210.43,211.91,153.45,279.77,126.55,124.02,18.94,6048.563,56.37,45.95,13,5358.372,70.3301,414.329,524.18
16/04/2015,109.35,48.175,66.81,1912.32,44.43,43.46,210.37,211.81,153.01,279.03,126.48,123.82,19.03,6077.613,56.45,46.03,13.03,5393.663,71.578,418.924,531.048
17/04/2015,108.08,47.625,65.97,1896.06,43.52,42.7,207.95,209.36,151.22,275.76,124.43,122.12,18.84,6045.016,55.64,45.41,12.925,5372.734,69.801,417.966,529.012
18/04/2015,,,,,,,,,,,,,,,,,,,,,
19/04/2015,,,,,,,,,,,,,,,,,,,,,
20/04/2015,108.96,48.065,66.04,1897.83,43.38,42.66,209.85,211.28,152.49,278.17,125.65,123.1,18.88,6075.788,55.75,45.46,12.97,5345.633,70.49,412.892,514.541
21/04/2015,108.93,48.02,66.63,1911.14,43.72,42.91,209.6,211.06,152.52,278.09,125.52,123.04,18.97,6089.293,56.2,45.81,13.17,5426.676,71.35,416.317,530.034
22/04/2015,109.39,48.2299,66.76,1910.67,44.23,43.37,210.63,212.08,152.98,278.9,125.71,123.3,19.04,6104.697,56.19,45.81,13.27,5457.326,71.35,419.122,536.973
23/04/2015,109.73,48.3601,67.01,1916.35,44.45,43.69,211.16,212.61,153.71,280.27,126.28,123.99,19.17,6143.31,56.5,46.06,13.26,5481.25,71.8,420.231,534.247
24/04/2015,109.85,48.45,67.4,1931.94,44.67,43.845,211.6499,213.08,153.07,279.11,125.86,123.64,19.31,6201.671,56.72,46.26,13.31,5488.688,72.63,422.053,534.604
25/04/2015,,,,,,,,,,,,,,,,,,,,,
26/04/2015,,,,,,,,,,,,,,,,,,,,,
27/04/2015,109.28,48.23,67.73,1948.2,44.86,44.02,210.77,212.24,151.83,276.82,124.47,122.5,19.39,6249.882,57.21,46.59,13.28,5482.214,73,424.116,541.965
28/04/2015,109.57,48.36,67.81,1945.58,44.97,44.09,211.44,212.82,152.42,277.94,125.16,122.97,19.48,6233.677,57.13,46.61,13.32,5528.961,72.69,423.615,540.861
29/04/2015,109.09,48.165,67.22,1933.97,44.49,43.54,210.57,211.99,151.54,276.22,123.8,122.09,19.42,6214.606,56.66,46.22,13.2,5522.686,72.07,420.759,537.494
30/04/2015,107.91,47.665,66.51,1918.4,43.9,42.88,208.46,209.85,149.82,273.15,121.18,120.06,19.21,6195.235,56.52,46.08,12.86,5365.363,70.82,417.153,531.514
01/05/2015,108.9,48.165,67.25,1913.01,44.16,43.14,210.72,212.12,150.96,275.27,121.97,121.01,19.22,6140.743,56.97,46.45,13.02,5325.691,71.488,417.093,531.535
02/05/2015,,,,,,,,,,,,,,,,,,,,,
03/05/2015,,,,,,,,,,,,,,,,,,,,,
04/05/2015,109.28,48.31,67.18,1913.44,44.38,43.39,211.32,212.8,151.53,276.45,122.41,121.5,19.27,6116.265,56.97,46.37,13.08,5323.919,72.1,418.645,532.203
05/05/2015,107.98,47.75,66.18,1899.83,43.92,42.92,208.9,210.34,149.72,272.82,120.85,119.82,18.96,6096.197,56.04,45.68,12.83,5330.573,70.853,415.651,522.496
06/05/2015,107.68,47.575,66.35,1911.03,43.34,42.39,208.04,209.47,149.73,272.95,121.27,119.96,19.03,6123.874,56.42,45.99,12.82,5358.705,70.38,412.538,517.512
07/05/2015,108.09,47.77,66.13,1893.01,43.28,42.33,208.87,210.29,150.23,273.97,121.73,120.45,18.98,6065.442,56.21,45.8,12.84,5312.277,69.994,406.213,506.798
08/05/2015,109.45,48.37,67.66,1925.44,43.94,42.87,211.62,213.03,151.61,276.32,122.64,121.51,19.65,6294.15,57.56,46.94,13.14,5342.589,70.75,409.387,516.173
09/05/2015,,,,,,,,,,,,,,,,,,,,,
10/05/2015,,,,,,,,,,,,,,,,,,,,,
11/05/2015,108.99,48.175,67.07,1923.63,43.52,42.46,210.605,212,151.51,276.33,122.71,121.5,19.765,6335.566,57.34,46.73,12.93,5366.121,69.94,411.213,522.017
12/05/2015,108.67,48.035,67.03,1920.31,43.4,42.32,209.98,211.35,151.16,275.69,122.49,121.33,19.61,6291.553,57.13,46.55,12.925,5380.622,69.63,407.511,515.297
13/05/2015,108.73,48.045,67.53,1935.97,43.51,42.4,210.02,211.43,151.45,276.01,122.485,121.44,19.71,6331.188,57.53,46.85,13.01,5423.84,70.0238,408.523,512.766
14/05/2015,109.81,48.54,68.34,1942.47,43.92,42.82,212.21,213.69,152.99,278.97,123.79,122.54,19.9,6373.789,58.49,47.62,13.075,5373.848,70.659,409.246,512.577
15/05/2015,109.94,48.565,68.42,1949.49,44.37,43.15,212.44,213.91,152.91,278.76,123.65,122.65,19.84,6375.767,58.42,47.55,13.14,5423.914,71.18,412.481,519.721
16/05/2015,,,,,,,,,,,,,,,,,,,,,
17/05/2015,,,,,,,,,,,,,,,,,,,,,
18/05/2015,110.35,48.745,68.19,1946.75,43.94,42.71,213.1,214.54,154.12,280.98,125.05,123.75,19.73,6339.005,58.07,47.29,13.25,5467.899,70.39,412.39,516.198
